item_id,llm_text
880,"Movie 'Soul Food (1997)', release date: 01-Jan-1997. Genres: Drama."
881,"Movie 'Money Talks (1997)', release date: 22-Aug-1997. Genres: Action, Comedy."
882,"Movie 'Washington Square (1997)', release date: 01-Jan-1997. Genres: Drama."
883,"Movie 'Telling Lies in America (1997)', release date: 01-Jan-1997. Genres: Drama."
884,"Movie 'Year of the Horse (1997)', release date: 01-Jan-1997. Genres: Documentary."
885,"Movie 'Phantoms (1998)', release date: 01-Jan-1998. Genres: Horror."
886,"Movie 'Life Less Ordinary, A (1997)', release date: 01-Jan-1997. Genres: Romance, Thriller."
887,"Movie 'Eve's Bayou (1997)', release date: 01-Jan-1997. Genres: Drama."
888,"Movie 'One Night Stand (1997)', release date: 01-Jan-1997. Genres: Drama."
889,"Movie 'Tango Lesson, The (1997)', release date: 01-Jan-1997. Genres: Romance."
890,"Movie 'Mortal Kombat: Annihilation (1997)', release date: 01-Jan-1997. Genres: Action, Adventure."
891,"Movie 'Bent (1997)', release date: 18-Dec-1997. Genres: Drama, War."
892,"Movie 'Flubber (1997)', release date: 01-Jan-1997. Genres: Children's, Comedy, Fantasy."
893,"Movie 'For Richer or Poorer (1997)', release date: 01-Jan-1997. Genres: Comedy."
894,"Movie 'Home Alone 3 (1997)', release date: 01-Jan-1997. Genres: Children's, Comedy."
895,"Movie 'Scream 2 (1997)', release date: 01-Jan-1997. Genres: Horror, Thriller."
896,"Movie 'Sweet Hereafter, The (1997)', release date: 01-Jan-1997. Genres: Drama."
897,"Movie 'Time Tracers (1995)', release date: 01-Jan-1995. Genres: Action, Adventure, Sci-Fi."
898,"Movie 'Postman, The (1997)', release date: 01-Jan-1997. Genres: Drama."
899,"Movie 'Winter Guest, The (1997)', release date: 01-Jan-1997. Genres: Drama."
900,"Movie 'Kundun (1997)', release date: 25-Dec-1997. Genres: Drama."
901,"Movie 'Mr. Magoo (1997)', release date: 25-Dec-1997. Genres: Comedy."
902,"Movie 'Big Lebowski, The (1998)', release date: 26-Dec-1997. Genres: Comedy, Crime, Mystery, Thriller."
903,"Movie 'Afterglow (1997)', release date: 26-Dec-1997. Genres: Drama, Romance."
904,"Movie 'Ma vie en rose (My Life in Pink) (1997)', release date: 26-Dec-1997. Genres: Comedy, Drama."
905,"Movie 'Great Expectations (1998)', release date: 01-Jan-1998. Genres: Drama, Romance."
906,"Movie 'Oscar & Lucinda (1997)', release date: 31-Dec-1997. Genres: Drama, Romance."
907,"Movie 'Vermin (1998)', release date: 01-Jan-1997. Genres: Comedy."
908,"Movie 'Half Baked (1998)', release date: 16-Jan-1998. Genres: Comedy."
909,"Movie 'Dangerous Beauty (1998)', release date: 23-Jan-1998. Genres: Drama."
910,"Movie 'Nil By Mouth (1997)', release date: 06-Feb-1998. Genres: Drama."
911,"Movie 'Twilight (1998)', release date: 30-Jan-1998. Genres: Crime, Drama."
912,"Movie 'U.S. Marshalls (1998)', release date: 10-Mar-1998. Genres: Action, Thriller."
913,"Movie 'Love and Death on Long Island (1997)', release date: 10-Mar-1998. Genres: Comedy."
914,"Movie 'Wild Things (1998)', release date: 14-Mar-1998. Genres: Crime, Drama, Mystery, Thriller."
915,"Movie 'Primary Colors (1998)', release date: 20-Mar-1998. Genres: Drama."
916,"Movie 'Lost in Space (1998)', release date: 27-Mar-1998. Genres: Action, Sci-Fi, Thriller."
917,"Movie 'Mercury Rising (1998)', release date: 27-Mar-1998. Genres: Action, Drama, Thriller."
918,"Movie 'City of Angels (1998)', release date: 03-Apr-1998. Genres: Romance."
919,"Movie 'City of Lost Children, The (1995)', release date: 01-Jan-1995. Genres: Adventure, Sci-Fi."
920,"Movie 'Two Bits (1995)', release date: 01-Jan-1995. Genres: Drama."
921,"Movie 'Farewell My Concubine (1993)', release date: 01-Jan-1993. Genres: Drama, Romance."
922,"Movie 'Dead Man (1995)', release date: 10-May-1996. Genres: Western."
923,"Movie 'Raise the Red Lantern (1991)', release date: 01-Jan-1991. Genres: Drama."
924,"Movie 'White Squall (1996)', release date: 01-Jan-1996. Genres: Adventure, Drama."
925,"Movie 'Unforgettable (1996)', release date: 23-Feb-1996. Genres: Sci-Fi, Thriller."
926,"Movie 'Down Periscope (1996)', release date: 01-Mar-1996. Genres: Comedy."
927,"Movie 'Flower of My Secret, The (Flor de mi secreto, La) (1995)', release date: 08-Mar-1996. Genres: Drama."
928,"Movie 'Craft, The (1996)', release date: 26-Apr-1996. Genres: Drama, Horror."
929,"Movie 'Harriet the Spy (1996)', release date: 03-Jul-1996. Genres: Children's, Comedy."
930,"Movie 'Chain Reaction (1996)', release date: 31-Jul-1996. Genres: Action, Adventure, Thriller."
931,"Movie 'Island of Dr. Moreau, The (1996)', release date: 23-Aug-1996. Genres: Sci-Fi, Thriller."
932,"Movie 'First Kid (1996)', release date: 30-Aug-1996. Genres: Children's, Comedy."
933,"Movie 'Funeral, The (1996)', release date: 25-Oct-1996. Genres: Drama."
934,"Movie 'Preacher's Wife, The (1996)', release date: 13-Dec-1996. Genres: Drama."
935,"Movie 'Paradise Road (1997)', release date: 18-Apr-1997. Genres: Drama, War."
936,"Movie 'Brassed Off (1996)', release date: 13-Jun-1997. Genres: Comedy, Drama, Romance."
937,"Movie 'Thousand Acres, A (1997)', release date: 01-Jan-1997. Genres: Drama."
938,"Movie 'Smile Like Yours, A (1997)', release date: 01-Jan-1997. Genres: Comedy, Romance."
939,"Movie 'Murder in the First (1995)', release date: 01-Jan-1995. Genres: Drama, Thriller."
940,"Movie 'Airheads (1994)', release date: 01-Jan-1994. Genres: Comedy."
941,"Movie 'With Honors (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama."
942,"Movie 'What's Love Got to Do with It (1993)', release date: 01-Jan-1993. Genres: Drama."
943,"Movie 'Killing Zoe (1994)', release date: 01-Jan-1994. Genres: Thriller."
944,"Movie 'Renaissance Man (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama, War."
945,"Movie 'Charade (1963)', release date: 01-Jan-1963. Genres: Comedy, Mystery, Romance, Thriller."
946,"Movie 'Fox and the Hound, The (1981)', release date: 01-Jan-1981. Genres: Animation, Children's."
947,"Movie 'Big Blue, The (Grand bleu, Le) (1988)', release date: 01-Jan-1988. Genres: Adventure, Romance."
948,"Movie 'Booty Call (1997)', release date: 28-Feb-1997. Genres: Comedy, Romance."
949,"Movie 'How to Make an American Quilt (1995)', release date: 01-Jan-1995. Genres: Drama, Romance."
950,"Movie 'Georgia (1995)', release date: 01-Jan-1995. Genres: Drama."
951,"Movie 'Indian in the Cupboard, The (1995)', release date: 01-Jan-1995. Genres: Adventure, Children's, Fantasy."
952,"Movie 'Blue in the Face (1995)', release date: 01-Jan-1995. Genres: Comedy."
953,"Movie 'Unstrung Heroes (1995)', release date: 01-Jan-1995. Genres: Comedy, Drama."
954,"Movie 'Unzipped (1995)', release date: 01-Jan-1995. Genres: Documentary."
955,"Movie 'Before Sunrise (1995)', release date: 01-Jan-1995. Genres: Drama, Romance."
956,"Movie 'Nobody's Fool (1994)', release date: 01-Jan-1994. Genres: Drama."
957,"Movie 'Pushing Hands (1992)', release date: 01-Jan-1992. Genres: Comedy."
958,"Movie 'To Live (Huozhe) (1994)', release date: 01-Jan-1994. Genres: Drama."
959,"Movie 'Dazed and Confused (1993)', release date: 01-Jan-1993. Genres: Comedy."
960,"Movie 'Naked (1993)', release date: 01-Jan-1993. Genres: Drama."
961,"Movie 'Orlando (1993)', release date: 01-Jan-1993. Genres: Drama."
962,"Movie 'Ruby in Paradise (1993)', release date: 01-Jan-1993. Genres: Drama."
963,"Movie 'Some Folks Call It a Sling Blade (1993)', release date: 01-Jan-1993. Genres: Drama, Thriller."
964,"Movie 'Month by the Lake, A (1995)', release date: 01-Jan-1995. Genres: Comedy, Drama."
965,"Movie 'Funny Face (1957)', release date: 01-Jan-1957. Genres: Comedy, Musical."
966,"Movie 'Affair to Remember, An (1957)', release date: 01-Jan-1957. Genres: Romance."
967,"Movie 'Little Lord Fauntleroy (1936)', release date: 01-Jan-1936. Genres: Drama."
968,"Movie 'Inspector General, The (1949)', release date: 01-Jan-1949. Genres: Musical."
969,"Movie 'Winnie the Pooh and the Blustery Day (1968)', release date: 01-Jan-1968. Genres: Animation, Children's."
970,"Movie 'Hear My Song (1991)', release date: 01-Jan-1991. Genres: Comedy."
971,"Movie 'Mediterraneo (1991)', release date: 01-Jan-1991. Genres: Comedy, War."
972,"Movie 'Passion Fish (1992)', release date: 01-Jan-1992. Genres: Drama."
973,"Movie 'Grateful Dead (1995)', release date: 18-Oct-1996. Genres: Documentary."
974,"Movie 'Eye for an Eye (1996)', release date: 01-Jan-1996. Genres: Drama, Thriller."
975,"Movie 'Fear (1996)', release date: 12-Apr-1996. Genres: Thriller."
976,"Movie 'Solo (1996)', release date: 23-Aug-1996. Genres: Action, Sci-Fi, Thriller."
977,"Movie 'Substitute, The (1996)', release date: 19-Apr-1996. Genres: Action."
978,"Movie 'Heaven's Prisoners (1996)', release date: 10-May-1996. Genres: Mystery, Thriller."
979,"Movie 'Trigger Effect, The (1996)', release date: 30-Aug-1996. Genres: Drama, Thriller."
980,"Movie 'Mother Night (1996)', release date: 01-Nov-1996. Genres: Drama."
981,"Movie 'Dangerous Ground (1997)', release date: 04-Sep-1996. Genres: Drama."
982,"Movie 'Maximum Risk (1996)', release date: 13-Sep-1996. Genres: Action, Adventure, Thriller."
983,"Movie 'Rich Man's Wife, The (1996)', release date: 13-Sep-1996. Genres: Thriller."
984,"Movie 'Shadow Conspiracy (1997)', release date: 31-Jan-1997. Genres: Thriller."
985,"Movie 'Blood & Wine (1997)', release date: 15-Nov-1996. Genres: Drama."
986,"Movie 'Turbulence (1997)', release date: 10-Jan-1997. Genres: Thriller."
987,"Movie 'Underworld (1997)', release date: 09-May-1997. Genres: Thriller."
988,"Movie 'Beautician and the Beast, The (1997)', release date: 07-Feb-1997. Genres: Comedy, Romance."
989,"Movie 'Cats Don't Dance (1997)', release date: 26-Mar-1997. Genres: Animation, Children's, Musical."
990,"Movie 'Anna Karenina (1997)', release date: 04-Apr-1997. Genres: Drama, Romance."
991,"Movie 'Keys to Tulsa (1997)', release date: 11-Apr-1997. Genres: Crime."
992,"Movie 'Head Above Water (1996)', release date: 20-Jun-1997. Genres: Comedy, Thriller."
993,"Movie 'Hercules (1997)', release date: 27-Jun-1997. Genres: Adventure, Animation, Children's, Comedy, Musical."
994,"Movie 'Last Time I Committed Suicide, The (1997)', release date: 20-Jun-1997. Genres: Drama."
995,"Movie 'Kiss Me, Guido (1997)', release date: 01-Jan-1997. Genres: Comedy."
996,"Movie 'Big Green, The (1995)', release date: 01-Jan-1995. Genres: Children's, Comedy."
997,"Movie 'Stuart Saves His Family (1995)', release date: 01-Jan-1995. Genres: Comedy."
998,"Movie 'Cabin Boy (1994)', release date: 01-Jan-1994. Genres: Comedy."
999,"Movie 'Clean Slate (1994)', release date: 01-Jan-1994. Genres: Comedy."
1000,"Movie 'Lightning Jack (1994)', release date: 01-Jan-1994. Genres: Comedy, Western."
1001,"Movie 'Stupids, The (1996)', release date: 30-Aug-1996. Genres: Comedy."
1002,"Movie 'Pest, The (1997)', release date: 07-Feb-1997. Genres: Comedy."
1003,"Movie 'That Darn Cat! (1997)', release date: 14-Feb-1997. Genres: Children's, Comedy, Mystery."
1004,"Movie 'Geronimo: An American Legend (1993)', release date: 01-Jan-1993. Genres: Drama, Western."
1005,"Movie 'Double vie de Véronique, La (Double Life of Veronique, The) (1991)', release date: 01-Jan-1991. Genres: Drama."
1006,"Movie 'Until the End of the World (Bis ans Ende der Welt) (1991)', release date: 01-Jan-1991. Genres: Drama, Sci-Fi."
1007,"Movie 'Waiting for Guffman (1996)', release date: 31-Jan-1997. Genres: Comedy."
1008,"Movie 'I Shot Andy Warhol (1996)', release date: 01-May-1996. Genres: Drama."
1009,"Movie 'Stealing Beauty (1996)', release date: 14-Jun-1996. Genres: Drama."
1010,"Movie 'Basquiat (1996)', release date: 16-Aug-1996. Genres: Drama."
1011,"Movie '2 Days in the Valley (1996)', release date: 27-Sep-1996. Genres: Crime."
1012,"Movie 'Private Parts (1997)', release date: 07-Mar-1997. Genres: Comedy, Drama."
1013,"Movie 'Anaconda (1997)', release date: 11-Apr-1997. Genres: Action, Adventure, Thriller."
1014,"Movie 'Romy and Michele's High School Reunion (1997)', release date: 25-Apr-1997. Genres: Comedy."
1015,"Movie 'Shiloh (1997)', release date: 23-May-1997. Genres: Children's, Drama."
1016,"Movie 'Con Air (1997)', release date: 06-Jun-1997. Genres: Action, Adventure, Thriller."
1017,"Movie 'Trees Lounge (1996)', release date: 11-Oct-1996. Genres: Drama."
1018,"Movie 'Tie Me Up! Tie Me Down! (1990)', release date: 01-Jan-1990. Genres: Drama."
1019,"Movie 'Die xue shuang xiong (Killer, The) (1989)', release date: 01-Jan-1989. Genres: Action, Thriller."
1020,"Movie 'Gaslight (1944)', release date: 01-Jan-1944. Genres: Mystery, Thriller."
1021,"Movie '8 1/2 (1963)', release date: 01-Jan-1963. Genres: Drama."
1022,"Movie 'Fast, Cheap & Out of Control (1997)', release date: 01-Jan-1997. Genres: Documentary."
1023,"Movie 'Fathers' Day (1997)', release date: 09-May-1997. Genres: Comedy."
1024,"Movie 'Mrs. Dalloway (1997)', release date: 01-Jan-1997. Genres: Romance."
1025,"Movie 'Fire Down Below (1997)', release date: 01-Jan-1997. Genres: Action, Drama, Thriller."
1026,"Movie 'Lay of the Land, The (1997)', release date: 01-Jan-1997. Genres: Comedy, Drama."
1027,"Movie 'Shooter, The (1995)', release date: 01-Jan-1995. Genres: Action."
1028,"Movie 'Grumpier Old Men (1995)', release date: 01-Jan-1995. Genres: Comedy, Romance."
1029,"Movie 'Jury Duty (1995)', release date: 01-Jan-1995. Genres: Comedy."
1030,"Movie 'Beverly Hillbillies, The (1993)', release date: 01-Jan-1993. Genres: Comedy."
1031,"Movie 'Lassie (1994)', release date: 01-Jan-1994. Genres: Adventure, Children's."
1032,"Movie 'Little Big League (1994)', release date: 01-Jan-1994. Genres: Children's, Comedy."
1033,"Movie 'Homeward Bound II: Lost in San Francisco (1996)', release date: 08-Mar-1996. Genres: Adventure, Children's."
1034,"Movie 'Quest, The (1996)', release date: 26-Apr-1996. Genres: Action, Adventure."
1035,"Movie 'Cool Runnings (1993)', release date: 01-Jan-1993. Genres: Comedy."
1036,"Movie 'Drop Dead Fred (1991)', release date: 01-Jan-1991. Genres: Comedy, Fantasy."
1037,"Movie 'Grease 2 (1982)', release date: 01-Jan-1982. Genres: Comedy, Musical, Romance."
1038,"Movie 'Switchback (1997)', release date: 01-Jan-1997. Genres: Thriller."
1039,"Movie 'Hamlet (1996)', release date: 24-Jan-1997. Genres: Drama."
1040,"Movie 'Two if by Sea (1996)', release date: 01-Jan-1996. Genres: Comedy, Romance."
1041,"Movie 'Forget Paris (1995)', release date: 01-Jan-1995. Genres: Comedy, Romance."
1042,"Movie 'Just Cause (1995)', release date: 01-Jan-1995. Genres: Mystery, Thriller."
1043,"Movie 'Rent-a-Kid (1995)', release date: 01-Jan-1995. Genres: Comedy."
1044,"Movie 'Paper, The (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama."
1045,"Movie 'Fearless (1993)', release date: 01-Jan-1993. Genres: Drama."
1046,"Movie 'Malice (1993)', release date: 01-Jan-1993. Genres: Thriller."
1047,"Movie 'Multiplicity (1996)', release date: 12-Jul-1996. Genres: Comedy."
1048,"Movie 'She's the One (1996)', release date: 23-Aug-1996. Genres: Comedy, Romance."
1049,"Movie 'House Arrest (1996)', release date: 02-Aug-1996. Genres: Comedy."
1050,"Movie 'Ghost and Mrs. Muir, The (1947)', release date: 01-Jan-1947. Genres: Drama, Romance."
1051,"Movie 'Associate, The (1996)', release date: 19-Oct-1996. Genres: Comedy."
1052,"Movie 'Dracula: Dead and Loving It (1995)', release date: 01-Jan-1995. Genres: Comedy, Horror."
1053,"Movie 'Now and Then (1995)', release date: 01-Jan-1995. Genres: Drama."
1054,"Movie 'Mr. Wrong (1996)', release date: 16-Feb-1996. Genres: Comedy."
1055,"Movie 'Simple Twist of Fate, A (1994)', release date: 01-Jan-1994. Genres: Drama."
1056,"Movie 'Cronos (1992)', release date: 01-Jan-1992. Genres: Horror."
1057,"Movie 'Pallbearer, The (1996)', release date: 19-Apr-1996. Genres: Comedy."
1058,"Movie 'War, The (1994)', release date: 01-Jan-1994. Genres: Adventure, Drama."
1059,"Movie 'Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)', release date: 01-Jan-1996. Genres: Comedy."
1060,"Movie 'Adventures of Pinocchio, The (1996)', release date: 26-Jul-1996. Genres: Adventure, Children's."
1061,"Movie 'Evening Star, The (1996)', release date: 25-Dec-1996. Genres: Comedy, Drama."
1062,"Movie 'Four Days in September (1997)', release date: 23-Jan-1998. Genres: Drama."
1063,"Movie 'Little Princess, A (1995)', release date: 01-Jan-1995. Genres: Children's, Drama."
1064,"Movie 'Crossfire (1947)', release date: 01-Jan-1947. Genres: Crime, Film-Noir."
1065,"Movie 'Koyaanisqatsi (1983)', release date: 01-Jan-1983. Genres: Documentary, War."
1066,"Movie 'Balto (1995)', release date: 01-Jan-1995. Genres: Animation, Children's."
1067,"Movie 'Bottle Rocket (1996)', release date: 21-Feb-1996. Genres: Comedy."
1068,"Movie 'Star Maker, The (Uomo delle stelle, L') (1995)', release date: 01-Mar-1996. Genres: Drama."
1069,"Movie 'Amateur (1994)', release date: 01-Jan-1994. Genres: Crime, Drama, Thriller."
1070,"Movie 'Living in Oblivion (1995)', release date: 01-Jan-1995. Genres: Comedy."
1071,"Movie 'Party Girl (1995)', release date: 01-Jan-1995. Genres: Comedy."
1072,"Movie 'Pyromaniac's Love Story, A (1995)', release date: 01-Jan-1995. Genres: Comedy, Romance."
1073,"Movie 'Shallow Grave (1994)', release date: 01-Jan-1994. Genres: Thriller."
1074,"Movie 'Reality Bites (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama."
1075,"Movie 'Man of No Importance, A (1994)', release date: 01-Jan-1994. Genres: Drama."
1076,"Movie 'Pagemaster, The (1994)', release date: 01-Jan-1994. Genres: Action, Adventure, Animation, Children's, Fantasy."
1077,"Movie 'Love and a .45 (1994)', release date: 01-Jan-1994. Genres: Thriller."
1078,"Movie 'Oliver & Company (1988)', release date: 29-Mar-1988. Genres: Animation, Children's."
1079,"Movie 'Joe's Apartment (1996)', release date: 26-Jul-1996. Genres: Comedy, Musical."
1080,"Movie 'Celestial Clockwork (1994)', release date: 12-Jul-1996. Genres: Comedy."
1081,"Movie 'Curdled (1996)', release date: 27-Sep-1996. Genres: Crime."
1082,"Movie 'Female Perversions (1996)', release date: 25-Apr-1997. Genres: Drama."
1083,"Movie 'Albino Alligator (1996)', release date: 17-Jan-1997. Genres: Crime, Thriller."
1084,"Movie 'Anne Frank Remembered (1995)', release date: 23-Feb-1996. Genres: Documentary."
1085,"Movie 'Carried Away (1996)', release date: 29-Mar-1996. Genres: Drama, Romance."
1086,"Movie 'It's My Party (1995)', release date: 22-Mar-1996. Genres: Drama."
1087,"Movie 'Bloodsport 2 (1995)', release date: 01-Mar-1996. Genres: Action."
1088,"Movie 'Double Team (1997)', release date: 04-Apr-1997. Genres: Action."
1089,"Movie 'Speed 2: Cruise Control (1997)', release date: 13-Jun-1997. Genres: Action, Romance, Thriller."
1090,"Movie 'Sliver (1993)', release date: 01-Jan-1993. Genres: Thriller."
1091,"Movie 'Pete's Dragon (1977)', release date: 01-Jan-1977. Genres: Adventure, Animation, Children's, Musical."
1092,"Movie 'Dear God (1996)', release date: 01-Nov-1996. Genres: Comedy."
1093,"Movie 'Live Nude Girls (1995)', release date: 01-Mar-1996. Genres: Comedy."
1094,"Movie 'Thin Line Between Love and Hate, A (1996)', release date: 03-Apr-1996. Genres: Comedy."
1095,"Movie 'High School High (1996)', release date: 25-Oct-1996. Genres: Comedy."
1096,"Movie 'Commandments (1997)', release date: 02-May-1997. Genres: Romance."
1097,"Movie 'Hate (Haine, La) (1995)', release date: 09-Feb-1996. Genres: Drama."
1098,"Movie 'Flirting With Disaster (1996)', release date: 22-Mar-1996. Genres: Comedy."
1099,"Movie 'Red Firecracker, Green Firecracker (1994)', release date: 01-Jan-1994. Genres: Drama."
1100,"Movie 'What Happened Was... (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama, Romance."
1101,"Movie 'Six Degrees of Separation (1993)', release date: 01-Jan-1993. Genres: Drama, Mystery."
1102,"Movie 'Two Much (1996)', release date: 01-Jan-1996. Genres: Comedy, Romance."
1103,"Movie 'Trust (1990)', release date: 01-Jan-1990. Genres: Comedy, Drama."
1104,"Movie 'C'est arrivé près de chez vous (1992)', release date: 01-Jan-1992. Genres: Comedy, Crime, Drama."
1105,"Movie 'Firestorm (1998)', release date: 09-Jan-1998. Genres: Action, Adventure, Thriller."
1106,"Movie 'Newton Boys, The (1998)', release date: 14-Mar-1998. Genres: Crime, Drama."
1107,"Movie 'Beyond Rangoon (1995)', release date: 01-Jan-1995. Genres: Drama."
1108,"Movie 'Feast of July (1995)', release date: 01-Jan-1995. Genres: Drama."
1109,"Movie 'Death and the Maiden (1994)', release date: 01-Jan-1994. Genres: Drama, Thriller."
1110,"Movie 'Tank Girl (1995)', release date: 01-Jan-1995. Genres: Action, Comedy, Musical, Sci-Fi."
1111,"Movie 'Double Happiness (1994)', release date: 01-Mar-1996. Genres: Drama."
1112,"Movie 'Cobb (1994)', release date: 01-Jan-1994. Genres: Drama."
1113,"Movie 'Mrs. Parker and the Vicious Circle (1994)', release date: 01-Jan-1994. Genres: Drama."
1114,"Movie 'Faithful (1996)', release date: 03-Apr-1996. Genres: Comedy."
1115,"Movie 'Twelfth Night (1996)', release date: 25-Oct-1996. Genres: Comedy, Drama, Romance."
1116,"Movie 'Mark of Zorro, The (1940)', release date: 01-Jan-1940. Genres: Adventure."
1117,"Movie 'Surviving Picasso (1996)', release date: 20-Sep-1996. Genres: Drama."
1118,"Movie 'Up in Smoke (1978)', release date: 01-Jan-1978. Genres: Comedy."
1119,"Movie 'Some Kind of Wonderful (1987)', release date: 01-Jan-1987. Genres: Drama, Romance."
1120,"Movie 'I'm Not Rappaport (1996)', release date: 13-Nov-1996. Genres: Comedy."
1121,"Movie 'Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)', release date: 05-Apr-1996. Genres: Drama, Musical."
1122,"Movie 'They Made Me a Criminal (1939)', release date: 01-Jan-1939. Genres: Crime, Drama."
1123,"Movie 'Last Time I Saw Paris, The (1954)', release date: 01-Jan-1954. Genres: Drama."
1124,"Movie 'Farewell to Arms, A (1932)', release date: 01-Jan-1932. Genres: Romance, War."
1125,"Movie 'Innocents, The (1961)', release date: 01-Jan-1961. Genres: Thriller."
1126,"Movie 'Old Man and the Sea, The (1958)', release date: 01-Jan-1958. Genres: Adventure, Drama."
1127,"Movie 'Truman Show, The (1998)', release date: 01-Jan-1998. Genres: Drama."
1128,"Movie 'Heidi Fleiss: Hollywood Madam (1995) ', release date: 09-Feb-1996. Genres: Documentary."
1129,"Movie 'Chungking Express (1994)', release date: 16-Feb-1996. Genres: Drama, Mystery, Romance."
1130,"Movie 'Jupiter's Wife (1994)', release date: 09-Feb-1996. Genres: Documentary."
1131,"Movie 'Safe (1995)', release date: 01-Jan-1995. Genres: Thriller."
1132,"Movie 'Feeling Minnesota (1996)', release date: 13-Sep-1996. Genres: Drama, Romance."
1133,"Movie 'Escape to Witch Mountain (1975)', release date: 01-Jan-1975. Genres: Adventure, Children's, Fantasy."
1134,"Movie 'Get on the Bus (1996)', release date: 16-Oct-1996. Genres: Drama."
1135,"Movie 'Doors, The (1991)', release date: 01-Jan-1991. Genres: Drama, Musical."
1136,"Movie 'Ghosts of Mississippi (1996)', release date: 20-Dec-1996. Genres: Drama."
1137,"Movie 'Beautiful Thing (1996)', release date: 09-Oct-1996. Genres: Drama, Romance."
1138,"Movie 'Best Men (1997)', release date: 01-Sep-1997. Genres: Action, Comedy, Crime, Drama."
1139,"Movie 'Hackers (1995)', release date: 01-Jan-1995. Genres: Action, Crime, Thriller."
1140,"Movie 'Road to Wellville, The (1994)', release date: 01-Jan-1994. Genres: Comedy."
1141,"Movie 'War Room, The (1993)', release date: 01-Jan-1993. Genres: Documentary."
1142,"Movie 'When We Were Kings (1996)', release date: 14-Feb-1997. Genres: Documentary."
1143,"Movie 'Hard Eight (1996)', release date: 28-Feb-1997. Genres: Crime, Thriller."
1144,"Movie 'Quiet Room, The (1996)', release date: 02-May-1997. Genres: Drama."
1145,"Movie 'Blue Chips (1994)', release date: 01-Jan-1994. Genres: Drama."
1146,"Movie 'Calendar Girl (1993)', release date: 01-Jan-1993. Genres: Drama."
1147,"Movie 'My Family (1995)', release date: 01-Jan-1995. Genres: Drama."
1148,"Movie 'Tom & Viv (1994)', release date: 01-Jan-1994. Genres: Drama."
1149,"Movie 'Walkabout (1971)', release date: 20-Dec-1971. Genres: Drama."
1150,"Movie 'Last Dance (1996)', release date: 03-May-1996. Genres: Drama."
1151,"Movie 'Original Gangstas (1996)', release date: 10-May-1996. Genres: Crime."
1152,"Movie 'In Love and War (1996)', release date: 24-Jan-1997. Genres: Romance, War."
1153,"Movie 'Backbeat (1993)', release date: 01-Jan-1993. Genres: Drama, Musical."
1154,"Movie 'Alphaville (1965)', release date: 01-Jan-1965. Genres: Sci-Fi."
1155,"Movie 'Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)', release date: 28-Jun-1996. Genres: Comedy, Romance."
1156,"Movie 'Cyclo (1995)', release date: 02-Aug-1996. Genres: Crime, Drama."
1157,"Movie 'Relic, The (1997)', release date: 17-Jan-1997. Genres: Horror."
1158,"Movie 'Fille seule, La (A Single Girl) (1995)', release date: 30-Oct-1996. Genres: Drama."
1159,"Movie 'Stalker (1979)', release date: 01-Jan-1979. Genres: Mystery, Sci-Fi."
1160,"Movie 'Love! Valour! Compassion! (1997)', release date: 16-May-1997. Genres: Drama, Romance."
1161,"Movie 'Palookaville (1996)', release date: 25-Oct-1996. Genres: Action, Drama."
1162,"Movie 'Phat Beach (1996)', release date: 02-Aug-1996. Genres: Comedy."
1163,"Movie 'Portrait of a Lady, The (1996)', release date: 27-Dec-1996. Genres: Drama."
1164,"Movie 'Zeus and Roxanne (1997)', release date: 10-Jan-1997. Genres: Children's."
1165,"Movie 'Big Bully (1996)', release date: 01-Jan-1996. Genres: Comedy, Drama."
1166,"Movie 'Love & Human Remains (1993)', release date: 01-Jan-1993. Genres: Comedy."
1167,"Movie 'Sum of Us, The (1994)', release date: 01-Jan-1994. Genres: Comedy."
1168,"Movie 'Little Buddha (1993)', release date: 01-Jan-1993. Genres: Drama."
1169,"Movie 'Fresh (1994)', release date: 01-Jan-1994. Genres: Drama."
1170,"Movie 'Spanking the Monkey (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama."
1171,"Movie 'Wild Reeds (1994)', release date: 01-Jan-1994. Genres: Drama."
1172,"Movie 'Women, The (1939)', release date: 01-Jan-1939. Genres: Comedy."
1173,"Movie 'Bliss (1997)', release date: 06-Jun-1997. Genres: Drama, Romance."
1174,"Movie 'Caught (1996)', release date: 27-Sep-1996. Genres: Drama, Thriller."
1175,"Movie 'Hugo Pool (1997)', release date: 01-Jan-1997. Genres: Romance."
1176,"Movie 'Welcome To Sarajevo (1997)', release date: 01-Jan-1997. Genres: Drama, War."
1177,"Movie 'Dunston Checks In (1996)', release date: 01-Jan-1996. Genres: Comedy."
1178,"Movie 'Major Payne (1994)', release date: 01-Jan-1994. Genres: Comedy."
1179,"Movie 'Man of the House (1995)', release date: 01-Jan-1995. Genres: Comedy."
1180,"Movie 'I Love Trouble (1994)', release date: 01-Jan-1994. Genres: Action, Comedy."
